urn,type,status,published_at_utc,post_url,title,excerpt,text,image_url,impressions,reactions,comments,reposts,stats_captured_at
7466673908327432192,post,PUBLISHED,2026-05-31T02:16:23.838Z,https://www.linkedin.com/feed/update/urn:li:activity:7466673908327432192/,"Data governance requires an adaptive operating model, as it is not a…","one-size-fits-all solution. Throughout our work on data discovery, classification, and governance challenges, we consistently encountered the same issue: each organization has…","Data governance requires an adaptive operating model, as it is not a one-size-fits-all solution. Throughout our work on data discovery, classification, and governance challenges, we consistently encountered the same issue: each organization has unique requirements that cannot always be addressed by standard rules or a single AI model.

With Pentaho Data Catalog, we embrace this adaptive approach by facilitating governance pipelines that can be customized to fit each customer's data reality. This can involve using algorithms, business rules, custom APIs, or optional AI/ML models.

I refer to this concept as ""Adaptive DataGovOps"".

""Effective data governance is not about discovering a universal solution; it is about finding the right answer tailored to your organization.""

If your organization is facing similar data governance, discovery, or classification challenges, I’d be happy to exchange ideas and explore how we can help.

#DataGovernance #AdaptiveDataGovOps #Pentaho #DataCatalog #DataOps #AI #GenAI",https://media.licdn.com/dms/image/v2/D4E22AQGJtHiATwCLWA/feedshare-shrink_800/B4EZ570WvGHoAc-/0/1780193783063?e=1786579200&v=beta&t=pzkPtBu3hOwR9irFac_M5VMFH0M1rzU0JgvA0dSvIxk,205,0,0,0,2026-07-26
7456792081718677504,post,PUBLISHED,2026-05-03T19:49:32.779Z,https://www.linkedin.com/feed/update/urn:li:activity:7456792081718677504/,"I have modernized my open-source Privacy Shield project into a simple,…","local-first Data Loss Prevention (DLP) workflow designed for everyday text use cases. This workflow assists in detecting Personally Identifiable Information (PII), anonymizing…","I have modernized my open-source Privacy Shield project into a simple, local-first Data Loss Prevention (DLP) workflow designed for everyday text use cases.

This workflow assists in detecting Personally Identifiable Information (PII), anonymizing data before sharing, optionally enhancing text, and safely reversing anonymization using in-memory mapping.

The project is built with Microsoft Presidio, FastAPI, and LangChain-style pipeline patterns.

You can explore the live demo at: https://lnkd.in/exe6snp4

Check out the GitHub repository here: github[dot]com/senthilsweb/privacyshield

Swipe through the carousel for an overview of the UI and workflow.

#Privacy #PII #DLP #DataProtection #PrivacyEngineering #LLMSecurity #GenAI #AppSec #OpenSource #Docker #Presidio #LangChain




…more











Your document has finished loading






















<div class=""",,237,0,1,0,2026-07-26
7454643044483698688,post,PUBLISHED,2026-04-27T21:30:02.375Z,https://www.linkedin.com/feed/update/urn:li:activity:7454643044483698688/,"OpenAI recently (Apr 22, 2026) released Privacy Filter, a lightweight frontier…",model designed for detecting and redacting personally identifiable information (PII) in text. Read the post @ https:// https://lnkd.in/eqSaUNYV A key feature of Privacy Filter is…,"OpenAI recently (Apr 22, 2026) released Privacy Filter, a lightweight frontier model designed for detecting and redacting personally identifiable information (PII) in text.

Read the post @ https:// https://lnkd.in/eqSaUNYV

A key feature of Privacy Filter is its ability to run locally, which ensures that sensitive data does not need to be sent to a public inference API. This is particularly relevant for professionals in data cataloging, privacy, and governance, as context-aware sensitive data detection is becoming increasingly important compared to simple pattern matching.

Privacy Filter is worth exploring for its applications in Sensitive Data Discovery, Data Loss Prevention(DLP), data discovery, indexing, logging workflows.

Github repo: https:// https://lnkd.in/eg2EphpP

#Privacy #DataGovernance #DataCatalog #PII #AI #OpenAI",https://media.licdn.com/dms/image/v2/D4E22AQHacH2kloXjiA/feedshare-shrink_800/B4EZ3P69L4JUAg-/0/1777309832290?e=1786579200&v=beta&t=UHHKqj6o6dIQ8YXeq3O7x37FvZQwxz8eth_r6koQ3l8,114,0,0,0,2026-07-26
7453939830444564480,post,PUBLISHED,2026-04-25T22:55:43.083Z,https://www.linkedin.com/feed/update/urn:li:activity:7453939830444564480/,Quick cloud-neutral tip to know your public IP from any terminal,"commands: curl -s ifconfig.me (or) curl -s https://api.ipify.org Simple, portable, and handy across clouds, private VMs, laptops, and containers. #whatsmyip #DevOps #routerip…","Quick cloud-neutral tip to know your public IP from any terminal!

commands:
curl -s ifconfig.me (or)
curl -s https://api.ipify.org

Simple, portable, and handy across clouds, private VMs, laptops, and containers.

#whatsmyip #DevOps #routerip #ifconfig.me #api.ipify.org",https://media.licdn.com/dms/image/v2/D4E22AQEbkc04TTPvmw/feedshare-shrink_800/B4EZ3G2xujIgAc-/0/1777157741762?e=1786579200&v=beta&t=zsiqeDL9ioDZ54z2x_-DjHyg31_hP54hoa9qU3R0JUM,111,2,0,0,2026-07-26
7453932766288674816,post,PUBLISHED,2026-04-25T22:27:38.857Z,https://www.linkedin.com/feed/update/urn:li:activity:7453932766288674816/,Here's a small AWS/Linux tip I learned recently,"When logged into an AWS Linux VM, you might need to quickly check the public IP. Previously, I would open the AWS console or try various Linux commands. Then I found this simple…","Here's a small AWS/Linux tip I learned recently. When logged into an AWS Linux VM, you might need to quickly check the public IP. Previously, I would open the AWS console or try various Linux commands.

Then I found this simple command:
Command: curl -s https:// checkip.amazonaws.com

This command returns the public IP immediately. When opened from your laptop at home, it shows your home router’s public IP — the IP seen by the internet.

Simple, fast, and handy.

#AWS #Linux #whatsmyip #DevOps #TechTips",https://media.licdn.com/dms/image/v2/D4E22AQECqpp8AqOZFA/feedshare-shrink_800/B4EZ3GwWkMKQAc-/0/1777156057694?e=1786579200&v=beta&t=nT_uKdkUWzxC1JcRB3shAJ9AbxR0sN8OeHXX7R-yg3w,633,0,0,0,2026-07-26
7448028908018520064,post,PUBLISHED,2026-04-09T15:27:49.357Z,https://www.linkedin.com/feed/update/urn:li:activity:7448028908018520064/,What if AI app development was simpler than expected,Imagine if the GitHub Copilot subscription your team already has could do far more than just provide code suggestions. Many engineers believe that building AI-powered applications…,"What if AI app development was simpler than expected?

Imagine if the GitHub Copilot subscription your team already has could do far more than just provide code suggestions. Many engineers believe that building AI-powered applications requires new API keys, separate model subscriptions, added costs, security reviews, and procurement delays. But what if that wasn’t necessary?

This idea inspired me to include a feature in TemplrGo — a lightweight, single-binary Go platform that can turn your existing GitHub Copilot access into an AI-ready backend. It uses the authenticated GitHub CLI session and connects to the GitHub Copilot chat endpoint, while exposing an OpenAI-compatible /chat/completions API that your apps can use directly.

That means:

✅ No separate OpenAI subscription
✅ No separate Anthropic subscription
✅ No extra vendor onboarding
✅ No procurement delays
✅ Just the GitHub Copilot license many engineers already have

For teams blocked by cost, compliance, or procurement constraints, this can be a very practical shortcut to start building AI-powered apps without waiting on new approvals.

With TemplrGo, you get a self-hosted AI gateway experience with features like SSE streaming, multi-model support, session persistence, and OpenAI-compatible APIs — all packaged in a simple Go binary.

TemplrGo is being developed to remain simple, useful, and easy to run. More updates to come.",https://media.licdn.com/dms/image/v2/D4E22AQEma9852udbcg/feedshare-shrink_800/B4EZ1y202ZIwAc-/0/1775748468413?e=1786579200&v=beta&t=1q5Ps2v4_vDE05IceKL9ZKgZmar7GPgZ1399g33LyZY,276,4,0,0,2026-07-26
7447328775312281600,post,PUBLISHED,2026-04-07T17:05:44.712Z,https://www.linkedin.com/feed/update/urn:li:activity:7447328775312281600/,"When tools like Copilot, Claude code, Cursor, Codex etc.","speed up coding, scope grows faster and expectations rise. Without a sizing discipline, you’re flying blind at higher speed. Since 2009, I’ve relied on Function Point Analysis…","When tools like Copilot, Claude code, Cursor, Codex etc.. speed up coding, scope grows faster and expectations rise. Without a sizing discipline, you’re flying blind at higher speed.

Since 2009, I’ve relied on Function Point Analysis (IFPUG) — not because it’s old-school, but because it’s language-, tool-, and “AI-agnostic”. It measures what software does, not how it’s built.

If you’ve worked with me, you’ve sized features, debated complexity, and tuned VAF. You know the drill.

For everyone else — I’ve been building this into TemplrGo as an free to use software engineer productivity tool. More soon.

#FunctionPointEstimation #IFPUG #SoftwareEngineering #AI #TemplrGo #OpenSource #EstimationMatters",https://media.licdn.com/dms/image/v2/D4E22AQE2IS_J6ISqjw/feedshare-shrink_800/B4EZ1o6DuKJIAg-/0/1775581543563?e=1786579200&v=beta&t=KSOEes5l4tZnFgm99GQczgKKi-cbGNaZp7OSwSR569E,408,10,1,0,2026-07-26
7446009838691586048,post,PUBLISHED,2026-04-04T01:44:45.717Z,https://www.linkedin.com/feed/update/urn:li:activity:7446009838691586048/,Imagine having everything a developer needs packed into a single ~20MB binary…,"that runs on all operating systems—Windows, Linux, and Mac. This includes an API server, SQL playground, Serverless Functions, AI chat, ASK AI Copilot Support, Content Management…","Imagine having everything a developer needs packed into a single ~20MB binary that runs on all operating systems—Windows, Linux, and Mac. This includes an API server, SQL playground, Serverless Functions, AI chat, ASK AI Copilot Support, Content Management Server, documentation, database explorer, task manager, scheduler, and Pub/Sub Event Bus.

No Docker. No runtime dependencies. No infrastructure headaches. Just download, configure with YAML, and run.

I have been quietly building this solution called TemplrGo, powered by Go, Next.js, and Lua, and it's launching for free.

Stay tuned as I break down each superpower in upcoming posts.

#Golang #NextJS #DevTools #Serverless #Lua #DeveloperProductivity #SideProject #IndieHacker",https://media.licdn.com/dms/image/v2/D4E22AQHIr_341MOyvA/feedshare-shrink_800/B4EZ1WKfnnGcAg-/0/1775267085082?e=1786579200&v=beta&t=nwwj38uahuajic2ArMUklP8gdlRejUoHcOblq-4RtAY,1022,12,2,0,2026-07-26
7296683908291592192,post,PUBLISHED,2025-02-16T00:16:49.568Z,https://www.linkedin.com/feed/update/urn:li:activity:7296683908291592192/,I’m happy to share that I’ve obtained a new certification,"Social Innovation Leader -Global- from Hitachi! https://lnkd.in/ez4vriya …more Celebrating a New Certification <div class=""","I’m happy to share that I’ve obtained a new certification: Social Innovation Leader -Global- from Hitachi!

https://lnkd.in/ez4vriya




…more



























Celebrating a New Certification

















<div class=""",,1995,63,29,1,2026-07-26
7280067811652059136,post,PUBLISHED,2025-01-01T03:50:23.417Z,https://www.linkedin.com/feed/update/urn:li:activity:7280067811652059136/,🌟✨ Seeing is Believing,"Privacy Shield in Action! ✨🌟 After seeing the response and impressions from the article ""Privacy Engineering with LLMs: ...."" I posted yesterday motivated me to complete the…","🌟✨ Seeing is Believing: Privacy Shield in Action! ✨🌟

After seeing the response and impressions from the article ""Privacy Engineering with LLMs: ...."" I posted yesterday motivated me to complete the Privacy Shield web application by this evening! . This utility demonstrates how the Privacy Shield code protects Personally Identifiable Information (PII) through LangChain's version of the Reversible data anonymization with Microsoft Presidio, along with integrations of Large Language Models (LLMs).

This project is also my first experience building a web app in Next.js with my coding buddy claude, as I usually prefer Vue/Nuxt.js. 🛡️🔐

🎥 Here’s a 1-minute demo of the tool in action:
https://lnkd.in/erEDC-sp
🌐 Try it yourself online: https://lnkd.in/eEG8gbyF
💻 The full source code is available on GitHub: https://lnkd.in/eRXh7Nve
#PrivacyEngineering #LLM #Presidio #LangChain #DataPrivacy #Anonymization #OpenSource",https://media.licdn.com/dms/image/v2/D4E22AQElJgHubdfdxw/feedshare-shrink_800/B4EZQf_GElHEAg-/0/1735703422325?e=1786579200&v=beta&t=WbhDOno_EtPrLNtBcP7qg7sWXyPHPDCtbXjLtocopQo,500,11,1,0,2026-07-26
7276997897399799808,post,PUBLISHED,2024-12-23T16:31:38.823Z,https://www.linkedin.com/feed/update/urn:li:activity:7276997897399799808/,📊 My 2024 LinkedIn stats (from Cleve.ai),20 posts - 321 total reactions - 8 comments Here's 10 lessons I learned in 2024: 🛠️ Open-source projects can fill gaps in existing tools. 🌐 Creating user-friendly interfaces…,"📊 My 2024 LinkedIn stats (from Cleve.ai):
- 20 posts
- 321 total reactions
- 8 comments

Here's 10 lessons I learned in 2024:
🛠️ Open-source projects can fill gaps in existing tools.
🌐 Creating user-friendly interfaces enhances accessibility and usability.
📊 Data visualization tools can simplify complex information.
📚 Continuous learning is essential in the evolving tech landscape.
🤝 Collaboration with existing technologies can lead to innovative solutions.
📖 Documentation is key; automatic API docs are invaluable for users.
🌈 Embrace flexibility in languages to attract a broader audience.
🙌 Community feedback is vital for refining and improving projects.
🚀 Taking initiative can lead to significant advancements in your field.
🔍 Understanding user needs is critical for designing effective tools.

My 3 favourite personal highlights in 2024:

1️⃣ Launched DuckDB Studio for enhanced database interaction!
2️⃣ Published an article on Semantic Data Modeling!
3️⃣ Had a great week at Pentaho, focused on team collaboration!

Looking forward to more amazing experiences ahead! ✨

Get your free LinkedIn unwrapped from cleve.ai/unwrapped.

#LinkedinUnwrapped #CleveAI




…more











Your document has finished loading






















<div class=""",,877,11,1,0,2026-07-26
