name,description,format,size_bytes,url,source_repo,studio,credit
linkedin-analytics-overview.csv,Source CSV behind linkedin-analytics-overview.parquet.,csv,132,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/linkedin-analytics-overview.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-overview.parquet,"One row per LinkedIn analytics export: period, impressions, members reached, follower total.",parquet,785,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/linkedin-analytics-overview.parquet,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-daily.csv,Source CSV behind linkedin-analytics-daily.parquet.,csv,10553,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/linkedin-analytics-daily.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-daily.parquet,"Daily LinkedIn impressions, engagements and new followers; upserted across snapshots.",parquet,4060,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/linkedin-analytics-daily.parquet,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-top-posts.csv,Source CSV behind linkedin-analytics-top-posts.parquet.,csv,16035,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/linkedin-analytics-top-posts.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-top-posts.parquet,"Top LinkedIn posts with impressions and engagements, joined to this site where the post is known.",parquet,11346,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/linkedin-analytics-top-posts.parquet,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-audience.csv,Source CSV behind linkedin-analytics-audience.parquet.,csv,4593,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/linkedin-analytics-audience.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
linkedin-analytics-audience.parquet,"Audience demographics by seniority, industry, job title, company, size and location.",parquet,3213,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/linkedin-analytics-audience.parquet,https://github.com/senthilsweb/www.senthilsweb.com,true,
projects.csv,Source CSV behind projects.parquet — the curated portfolio.,csv,12219,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/projects.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
agents.csv,Source CSV behind agents.parquet.,csv,2695,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/agents.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
docker.csv,Source CSV behind docker.parquet.,csv,3892,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/docker.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
skills.csv,Source CSV behind skills.parquet.,csv,913,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/skills.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
decks.csv,Source CSV behind decks.parquet.,csv,1012,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/decks.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
datasets.csv,Source CSV behind datasets.parquet — this catalog.,csv,9248,https://raw.githubusercontent.com/senthilsweb/senthilsweb.github.io/main/data/csv/datasets.csv,https://github.com/senthilsweb/www.senthilsweb.com,true,
stats.parquet,ROI numbers extracted from AI talks — the ai-native-numbers dataset.,parquet,14500,https://senthilsweb.github.io/ai-agents/ai-native-numbers/stats.parquet,https://github.com/senthilsweb/ai-agents,true,
ats_raw_trends.parquet,Job Scout hiring-trends snapshot across ~95 companies' ATS boards (refreshed daily).,parquet,571000,https://raw.githubusercontent.com/senthilsweb/ai-agents/main/agents/job-scout/data/ats_raw_trends.parquet,https://github.com/senthilsweb/ai-agents,true,
sports_fans.parquet,Synthetic sports-fans dataset from the Iceberg lakehouse lab.,parquet,486000,https://raw.githubusercontent.com/senthilsweb/apache-iceberg/main/output/sports_fans.parquet,https://github.com/senthilsweb/apache-iceberg,true,
tickit-sales.csv,AWS TICKIT sample — sales fact table.,csv,12340000,https://raw.githubusercontent.com/senthilsweb/datasets/master/ticket/sales.csv,https://github.com/senthilsweb/datasets,true,AWS TICKIT sample dataset
tickit-listings.csv,AWS TICKIT sample — listings.,csv,11940000,https://raw.githubusercontent.com/senthilsweb/datasets/master/ticket/listings.csv,https://github.com/senthilsweb/datasets,true,AWS TICKIT sample dataset
tickit-users.csv,AWS TICKIT sample — users dimension.,csv,6120000,https://raw.githubusercontent.com/senthilsweb/datasets/master/ticket/users.csv,https://github.com/senthilsweb/datasets,true,AWS TICKIT sample dataset
tickit-events.csv,AWS TICKIT sample — events dimension.,csv,511000,https://raw.githubusercontent.com/senthilsweb/datasets/master/ticket/events.csv,https://github.com/senthilsweb/datasets,true,AWS TICKIT sample dataset
openbeerdb-beers.csv,"OpenBeerDB — 5,900 beers.",csv,1250000,https://raw.githubusercontent.com/senthilsweb/pgOpenBeerDB/master/openbeerdb_csv/beers.csv,https://github.com/senthilsweb/pgOpenBeerDB,true,OpenBeerDB.com
openbeerdb-breweries.csv,OpenBeerDB — breweries with geocodes.,csv,347000,https://raw.githubusercontent.com/senthilsweb/pgOpenBeerDB/master/openbeerdb_csv/breweries.csv,https://github.com/senthilsweb/pgOpenBeerDB,true,OpenBeerDB.com
claimwise-activities.csv,ClaimWise synthetic healthcare RCM — activities (largest seed).,csv,143959,https://raw.githubusercontent.com/senthilsweb/claimwise/main/dbt-pipeline/seeds/healthcare_data/activities.csv,https://github.com/senthilsweb/claimwise,true,
claimwise-encounters.csv,ClaimWise synthetic healthcare RCM — encounters.,csv,40555,https://raw.githubusercontent.com/senthilsweb/claimwise/main/dbt-pipeline/seeds/healthcare_data/encounters.csv,https://github.com/senthilsweb/claimwise,true,
claimwise-claims.csv,ClaimWise synthetic healthcare RCM — claims.,csv,18265,https://raw.githubusercontent.com/senthilsweb/claimwise/main/dbt-pipeline/seeds/healthcare_data/claims.csv,https://github.com/senthilsweb/claimwise,true,
claimwise-seeds,"All seven ClaimWise seed CSVs (users, facilities, health plans, collections + above).",csv,213000,https://github.com/senthilsweb/claimwise/tree/main/dbt-pipeline/seeds/healthcare_data,https://github.com/senthilsweb/claimwise,false,
